site,url,date_time,domain_of_jobs,job_title,position,experience,location,salary,qualification_level 
karir.com,/opportunities/1215839,2019-04-01 03:22:10,Hubungan Investor and others,Public Relation Officer,,Setidaknya 2 tahun,Banten,Gaji Kompetitif,Sarjana/S1 Semuanya
karir.com,/opportunities/1224087,2019-04-01 03:22:13,Pembelian / Purchasing and others,"Estimator, Purchasing support dan Logistic",,Setidaknya 5 tahun,DKI-Jakarta,Gaji Kompetitif,"Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1224053,2019-04-01 03:22:21,Pemasaran (Non-Teknis),Branch Supervisor,,Setidaknya 2 tahun,Denpasar,Gaji Kompetitif,"Sarjana/S1 Teknik Informatika, Semuanya"
karir.com,/opportunities/1224059,2019-04-01 03:22:27,Kreatif / Desain and others,DRAFTER,,Setidaknya 1 tahun,Apa saja,Gaji Kompetitif,"SLTA, Diploma, Sarjana/S1 Arsitektur, Teknik Industri, Teknik Mesin, Teknik Lainnya, Teknik Sipil"
karir.com,/opportunities/1224064,2019-04-01 03:22:31,Quality Control (QC),Quality Control (Spare part Otomotif),,Setidaknya 1 tahun,Cikarang,IDR 5.000.000 - 5.200.000,"Diploma, Sarjana/S1 Teknik Mesin"
karir.com,/opportunities/1224076,2019-04-01 03:22:34,Merchandiser,Admin MD Fashion Design ,,Setidaknya 1 tahun,DKI-Jakarta,IDR 3.650.000 - 3.800.000,SLTA Administrasi Bisnis (Manajemen)
karir.com,/opportunities/1224077,2019-04-01 03:22:38,Akuntan Perpajakan,Staff Pajak,,Setidaknya 1 tahun,Surabaya,Gaji Kompetitif,Sarjana/S1 Akuntansi
karir.com,/opportunities/1224078,2019-04-01 03:22:42,Akuntan Perpajakan,Supervisor Accounting Pajak,,Setidaknya 3 tahun,Surabaya,Gaji Kompetitif,Sarjana/S1 Akuntansi
karir.com,/opportunities/1224079,2019-04-01 03:22:47,Penjualan dan Pemasaran,SALES ENGINEERING,,Setidaknya 2 tahun,Apa saja,Gaji Kompetitif,"Diploma, Sarjana/S1 Teknik Elektro, Teknik Mesin"
karir.com,/opportunities/1219671,2019-04-01 03:22:51,"Akuntansi, Keuangan and others",Sale MILENIAL ,,Setidaknya 2 tahun,Denpasar,IDR 5.000.000 - 20.000.000,"Diploma, Sarjana/S1 Administrasi Bisnis (Keuangan)"
karir.com,/opportunities/1217404,2019-04-01 03:22:55,Pemasaran (Teknis) and others,Financial Consultant (Placement Jakarta),,Setidaknya 0 tahun,DKI-Jakarta,IDR 2.000.000 - 4.000.000,"Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1217436,2019-04-01 03:22:57,Pemasaran (Teknis) and others,Financial Consultant (Placement Pontianak),,Setidaknya 0 tahun,Pontianak,IDR 2.000.000 - 4.000.000,"Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1217433,2019-04-01 03:23:01,Pemasaran (Teknis) and others,Division Manager (Placement Jakarta),,Setidaknya 3 tahun,DKI-Jakarta,IDR 4.000.000 - 5.000.000,"Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1217435,2019-04-01 03:23:05,Pemasaran (Teknis) and others,Financial Consultant (Placement Bogor),,Setidaknya 0 tahun,Bogor,IDR 2.000.000 - 4.000.000,"Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1224085,2019-04-01 03:23:09,Penjualan dan Pemasaran,Sales Kaca,,Setidaknya 5 tahun,DKI-Jakarta,Gaji Kompetitif,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1224086,2019-04-01 03:23:13,Layanan Pelanggan,CALL CENTER YOGYAKARTA ,,Setidaknya 0 tahun,Yogyakarta,IDR 1.500.000 - 2.500.000,"Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1223693,2019-04-01 03:23:15,Penjualan dan Pemasaran,MARKETING EXECUTIVE,,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,Sarjana/S1 Semuanya
karir.com,/opportunities/1081915,2019-04-01 03:23:22,Hubungan Investor and others,Customer Service - Code CS-Karir,,Setidaknya 2 tahun,Jakarta Selatan,IDR 5.000.000 - 8.000.000,"Diploma, Sarjana/S1 Administrasi Bisnis (Keuangan), Administrasi Bisnis (Manajemen), Ilmu Komunikasi, Manajemen"
karir.com,/opportunities/1224025,2019-04-01 03:23:25,Sumber Daya Manusia,HR Officer,,Setidaknya 1 tahun,Makassar,IDR 3.000.000 - 3.200.000,"Diploma, Sarjana/S1 Psikologi"
karir.com,/opportunities/1224028,2019-04-01 03:23:32,Sekretaris,Personal Assistant - Semarang,,Setidaknya 1 tahun,Jawa Tengah,IDR 2.500.000 - 3.000.000,Sarjana/S1 Semuanya
karir.com,/opportunities/1224030,2019-04-01 03:23:36,Operasi Restoran and others,Captain Floor Restaurant,,Setidaknya 2 tahun,Jakarta Utara,IDR 2.500.000 - 3.000.000,"Apa Saja, SLTA Semuanya"
karir.com,/opportunities/1119751,2019-04-01 03:23:39,Layanan Pelanggan,Surveyor Area Bogor,,Setidaknya 0 tahun,Bogor,Gaji Kompetitif,SLTA Semuanya
karir.com,/opportunities/1123512,2019-04-01 03:23:43,Layanan Pelanggan,Surveyor Area Depok,,Setidaknya 0 tahun,Depok,Gaji Kompetitif,SLTA Semuanya
karir.com,/opportunities/1125575,2019-04-01 03:23:45,Layanan Pelanggan,Surveyor Area Tangerang,,Setidaknya 0 tahun,Tangerang,Gaji Kompetitif,SLTA Semuanya
karir.com,/opportunities/1126541,2019-04-01 03:23:50,Layanan Pelanggan,Surveyor Area Bekasi,,Setidaknya 0 tahun,Bekasi,Gaji Kompetitif,SLTA Semuanya
karir.com,/opportunities/1156582,2019-04-01 03:23:53,Layanan Pelanggan,Surveyor Area Jakarta Barat,,Setidaknya 0 tahun,Jakarta Barat,Gaji Kompetitif,SLTA Semuanya
karir.com,/opportunities/1218702,2019-04-01 03:23:56,Penjualan (Teknis) and others,Sales Cleaning Service,,Setidaknya 1 tahun,DKI-Jakarta,Gaji Kompetitif,"Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1223668,2019-04-01 03:24:01,Pekerjaan Umum,SURVEYOR,,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1220264,2019-04-01 03:24:05,"Teknik, Komputer",WEB PROGRAMMER/ DEVELOPER,,Setidaknya 1 tahun,Jakarta Selatan,Gaji Kompetitif,"Diploma Ilmu Komputer, Teknik Komputer, Teknik Informatika, Manajemen Informatika"
karir.com,/opportunities/1224050,2019-04-01 03:24:07,Kredit / Pinjaman,AO MIKRO (MARKETING) AREA BANDUNG TIMUR & SELATAN,,Setidaknya 1 tahun,Bandung,Gaji Kompetitif,SLTA Administrasi Bisnis (Keuangan)
karir.com,/opportunities/1224052,2019-04-01 03:24:12,"Akuntansi, Keuangan",AO MIKRO (MARKETING) AREA PAMANUKAN SUBANG,,Setidaknya 1 tahun,Subang,Gaji Kompetitif,SLTA Administrasi Bisnis (Keuangan)
karir.com,/opportunities/1222468,2019-04-01 03:24:14,Maintenance,"Sipil / Maintenance (AC, Listrik & Pompa Air)",,Setidaknya 1 tahun,DKI-Jakarta,Gaji Kompetitif,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1223344,2019-04-01 03:24:22,Operasi Perbankan and others,BRANCH MANAGER ,,Setidaknya 5 tahun,Apa saja,IDR 8.000.000 - 12.000.000,Sarjana/S1 Lainnya
karir.com,/opportunities/1222979,2019-04-01 03:24:26,Sekretaris,Executive Secretary,,Setidaknya 2 tahun,DKI-Jakarta,IDR 6.000.000 - 8.000.000,Diploma Sekretaris
karir.com,/opportunities/1223349,2019-04-01 03:24:29,"Akuntansi, Keuangan",SENIOR FINANCE MANAGER,,Setidaknya 10 tahun,Jakarta Barat,IDR 15.000.000 - 25.000.000,Sarjana/S1 Akuntansi
karir.com,/opportunities/1223348,2019-04-01 03:24:33,Manajer Portofolio and others,Corporate Sales/Travel Management Manager ,,Setidaknya 5 tahun,Jakarta Barat,IDR 10.000.000 - 15.000.000,Sarjana/S1 Lainnya
karir.com,/opportunities/1074988,2019-04-01 03:24:37,Tidak disebutkan,Ballerina (Menari Indah Dalam Air),,Setidaknya 0 tahun,DKI-Jakarta,IDR 3.600.000 - 4.400.000,SLTA Semuanya
karir.com,/opportunities/1074989,2019-04-01 03:24:42,Pemasaran (Teknis) and others,Marketing,,Setidaknya 1 tahun,DKI-Jakarta,Gaji Kompetitif,SLTA Semuanya
karir.com,/opportunities/1083026,2019-04-01 03:24:46,Layanan Pelanggan,Waiters,,Setidaknya 1 tahun,Bandung,Gaji Kompetitif,SLTA Pariwisata dan Perhotelan
karir.com,/opportunities/1083027,2019-04-01 03:24:49,Layanan Pelanggan,Front Office,,Setidaknya 1 tahun,Bandung,Gaji Kompetitif,SLTA Pariwisata dan Perhotelan
karir.com,/opportunities/1085176,2019-04-01 03:24:53,"Pelatih, Pendidik",TELKOM DIGITAL EXPERIENCE GUIDE ,,Setidaknya 0 tahun,Bandung,Gaji Kompetitif,Diploma Semuanya
karir.com,/opportunities/1222462,2019-04-01 03:24:57,Penjualan dan Pemasaran,Marketing,,Setidaknya 1 tahun,DKI-Jakarta,Gaji Kompetitif,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1222463,2019-04-01 03:25:01,Tidak disebutkan,Gate Control,,Setidaknya 1 tahun,DKI-Jakarta,Gaji Kompetitif,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1222465,2019-04-01 03:25:05,Tidak disebutkan,Loker Service,,Setidaknya 1 tahun,DKI-Jakarta,Gaji Kompetitif,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1222466,2019-04-01 03:25:08,Guru / Tutor,Education Guide,,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1222467,2019-04-01 03:25:12,Operator,Pramuwahana,,Setidaknya 1 tahun,DKI-Jakarta,Gaji Kompetitif,"SLTA, Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1223593,2019-04-01 03:25:15,Penjualan dan Pemasaran,BRANCH MANAGER BALI,,Setidaknya 5 tahun,Bali,IDR 8.000.000 - 12.000.000,"Diploma, Sarjana/S1 Lainnya"
karir.com,/opportunities/1069317,2019-04-01 03:25:22,Procurement,Procurement Officer,,0 tahun pengalaman,Jakarta Pusat,Gaji Kompetitif,"Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1224000,2019-04-01 03:25:27,Penjualan dan Pemasaran,Marketing,,Setidaknya 2 tahun,DI-Yogyakarta,IDR 4.000.000 - 7.000.000,Diploma Ekonomi
karir.com,/opportunities/1224001,2019-04-01 03:25:31,Teknisi,Teknisi,,Setidaknya 1 tahun,DKI-Jakarta,IDR 2.000.000 - 4.000.000,SLTA Lainnya
karir.com,/opportunities/1224005,2019-04-01 03:25:36,Guru / Tutor,Guru Bahasa Inggris,,Setidaknya 3 tahun,DKI-Jakarta,Gaji Kompetitif,Sarjana/S1 Bahasa Inggris
karir.com,/opportunities/1224008,2019-04-01 03:25:39,Sumber Daya Manusia,HR Officer,,Setidaknya 1 tahun,Medan,Gaji Kompetitif,"Diploma, Sarjana/S1 Psikologi"
karir.com,/opportunities/1224010,2019-04-01 03:25:43,Sumber Daya Manusia,HR Officer,,Setidaknya 1 tahun,Balikpapan,IDR 4.000.000 - 4.200.000,"Diploma, Sarjana/S1 Psikologi"
karir.com,/opportunities/1063952,2019-04-01 03:25:47,Manajemen Operasional,Pelaksana Lapangan,,Setidaknya 3 tahun,Bogor,Gaji Kompetitif,"SLTA, Diploma, Sarjana/S1 Teknik Sipil"
karir.com,/opportunities/1065758,2019-04-01 03:25:51,Penjualan dan Pemasaran,Sales Coordinator,,Setidaknya 2 tahun,Bogor,Gaji Kompetitif,"SLTA, Diploma Semuanya"
karir.com,/opportunities/1082914,2019-04-01 03:25:55,"Teknik, Sipil",Estimator,,Setidaknya 2 tahun,Bogor,Gaji Kompetitif,"SLTA, Diploma, Sarjana/S1 Teknik Sipil"
karir.com,/opportunities/1082915,2019-04-01 03:25:58,"Teknik, Sipil",Estimator,,Setidaknya 3 tahun,Sukabumi,Gaji Kompetitif,"SLTA, Diploma, Sarjana/S1 Teknik Sipil"
karir.com,/opportunities/1220496,2019-04-01 03:26:02,Juru Gambar,DRAFTER,,Setidaknya 2 tahun,Bogor,Gaji Kompetitif,"SLTA, Diploma, Sarjana/S1 Teknik Sipil"
karir.com,/opportunities/1221589,2019-04-01 03:26:06,"Akuntansi, Keuangan and others",Senior Staff Accounting,,Setidaknya 2 tahun,Bogor,Gaji Kompetitif,"Diploma, Sarjana/S1 Akuntansi"
karir.com,/opportunities/1072491,2019-04-01 03:26:11,Administrasi,Staf Administrasi,,Setidaknya 0 tahun,Jakarta Timur,IDR 3.000.000 - 5.000.000,"Diploma Administrasi Bisnis (Manajemen), Ilmu Komunikasi, Manajemen, Manajemen Transportasi"
karir.com,/opportunities/1056896,2019-04-01 03:26:15,Penjualan (Teknis) and others,Business Executive (Sales – Government),,Setidaknya 2 tahun,Jakarta Pusat,Gaji Kompetitif,"Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1217430,2019-04-01 03:26:23,"Pelatih, Pendidik and others",Staff Kurukulum,,Setidaknya 0 tahun,Tangerang,Gaji Kompetitif,"Sarjana/S1 Pendidikan, Pendidikan Guru, Pendidikan Sejarah"
karir.com,/opportunities/1223953,2019-04-01 03:26:27,Pemasaran Internet,Marketing Executive,,Setidaknya 1 tahun,Tangerang,Gaji Kompetitif,"SLTA, Diploma Ilmu Komunikasi, Teknik Komputer, Teknik Informatika, Teknik Telekomunikasi"
karir.com,/opportunities/1223954,2019-04-01 03:26:31,Pemasaran Internet,Marketing Executive,,Setidaknya 1 tahun,Jakarta Selatan,Gaji Kompetitif,"SLTA, Diploma, Sarjana/S1 Ilmu Komputer, Ilmu Komunikasi, Teknik Informatika, Manajemen Informatika"
karir.com,/opportunities/1223955,2019-04-01 03:26:34,Pemasaran Internet,Marketing Executive,,Setidaknya 1 tahun,Jakarta Barat,Gaji Kompetitif,"SLTA, Diploma, Sarjana/S1 Ilmu Komunikasi, Teknik Informatika, Teknik Telekomunikasi, Manajemen Informatika"
karir.com,/opportunities/1223956,2019-04-01 03:26:36,Pemasaran Internet,Marketing Executive,,Setidaknya 1 tahun,Bekasi,Gaji Kompetitif,"SLTA, Diploma, Sarjana/S1 Ilmu Komputer, Ilmu Komunikasi, Teknik Informatika, Teknik Telekomunikasi, Manajemen Informatika"
karir.com,/opportunities/1223991,2019-04-01 03:26:40,Penjualan dan Pemasaran,KASIR CIBUBUR-DEPOK,,Setidaknya 1 tahun,Jawa Barat,IDR 3.356.000 - 3.649.000,SLTA Administrasi Bisnis (Keuangan)
karir.com,/opportunities/1223993,2019-04-01 03:26:45,Penjualan dan Pemasaran,KASIR JOGJA,,Setidaknya 1 tahun,Yogyakarta,IDR 1.700.000 - 1.900.000,SLTA Administrasi Bisnis (Keuangan)
karir.com,/opportunities/1115507,2019-04-01 03:26:49,Manufaktur dan Produksi,PPC Engineering,,Setidaknya 3 tahun,Cikarang,Gaji Kompetitif,"Diploma, Sarjana/S1 Teknik Elektro, Teknik Mesin, Teknik Lainnya"
karir.com,/opportunities/1084524,2019-04-01 03:26:52,"TI, Network Engineer",After Sales ,,Setidaknya 3 tahun,Cikarang,Gaji Kompetitif,"Diploma, Sarjana/S1 Teknik Lainnya"
karir.com,/opportunities/1083017,2019-04-01 03:26:56,"TI, Systems Engineer",Mechanical Engineering,,Setidaknya 2 tahun,Cikarang,IDR 5.000.000 - 6.000.000,"Diploma, Sarjana/S1 Teknik Elektro, Teknik Industri, Elektronika"
karir.com,/opportunities/1083016,2019-04-01 03:26:59,"TI, Systems Engineer",Process Production,,Setidaknya 3 tahun,Cikarang,IDR 5.000.000 - 6.000.000,"Diploma, Sarjana/S1 Teknik Lainnya"
karir.com,/opportunities/1083012,2019-04-01 03:27:04,"TI, Systems Engineer",Sales Marketing Engineering,,Setidaknya 2 tahun,Cikarang,IDR 5.000.000 - 6.000.000,"Diploma, Sarjana/S1 Teknik Elektro, Teknik Lainnya, Elektronika"
karir.com,/opportunities/1083010,2019-04-01 03:27:08,"TI, Network Engineer",ESTIMATOR ENGINEERING,,Setidaknya 3 tahun,Cikarang,IDR 5.000.000 - 6.000.000,"Diploma, Sarjana/S1 Teknik Lainnya"
karir.com,/opportunities/1082964,2019-04-01 03:27:11,Manufaktur dan Produksi,R&D Engineering,,Setidaknya 0 tahun,Cikarang,Gaji Kompetitif,"Diploma, Sarjana/S1 Teknik Elektro, Teknik Lainnya, Elektronika"
karir.com,/opportunities/1217431,2019-04-01 03:27:14,"Pelatih, Pendidik",Tenagan Pendidik Mapel SEJARAH,,Setidaknya 0 tahun,Tangerang,Gaji Kompetitif,"Sarjana/S1 Pendidikan, Pendidikan Guru, Pendidikan Sejarah"
karir.com,/opportunities/1223928,2019-04-01 03:27:21,Penjualan dan Pemasaran,SUPERVISOR MARKETING CORPORATE,,Setidaknya 2 tahun,Bandung,Gaji Kompetitif,"Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1074611,2019-04-01 03:27:25,"TI, Programmer and others",Programmer Front End,,Setidaknya 1 tahun,Jakarta Pusat,Gaji Kompetitif,Sarjana/S1 Teknik Informatika
karir.com,/opportunities/1074612,2019-04-01 03:27:29,Quality Control (QC) and others,Business Analyst,,Setidaknya 1 tahun,Jakarta Pusat,Gaji Kompetitif,Sarjana/S1 Teknik Informatika
karir.com,/opportunities/1074739,2019-04-01 03:27:34,Bagian Umum,Facility Officer,,Setidaknya 0 tahun,Jakarta Pusat,Gaji Kompetitif,Apa Saja Lainnya
karir.com,/opportunities/1074740,2019-04-01 03:27:38,Resepsionis,Receptionist,,Setidaknya 0 tahun,Jakarta Pusat,IDR 2.000.000 - 3.000.000,Apa Saja Lainnya
karir.com,/opportunities/1080716,2019-04-01 03:27:42,"TI, Network Engineer",Software Development Head,,Setidaknya 5 tahun,Jakarta Pusat,IDR 6.000.000 - 8.000.000,Sarjana/S1 Teknik Informatika
karir.com,/opportunities/1080718,2019-04-01 03:27:45,"Pelatih, Pendidik",Software Implementer,,Setidaknya 0 tahun,Jakarta Pusat,IDR 4.500.000 - 5.500.000,Sarjana/S1 Teknik Informatika
karir.com,/opportunities/1080721,2019-04-01 03:27:49,"TI, Programmer",Programmer Back End,,Setidaknya 0 tahun,Jakarta Pusat,IDR 4.000.000 - 5.500.000,Sarjana/S1 Teknik Informatika
karir.com,/opportunities/1080723,2019-04-01 03:27:52,Manajemen Proyek,Project Manager,,Setidaknya 1 tahun,Jakarta Pusat,IDR 5.000.000 - 6.000.000,Sarjana/S1 Lainnya
karir.com,/opportunities/1222621,2019-04-01 03:27:56,Komunikasi and others,Marketing Intern,,Setidaknya 0 tahun,Jakarta Pusat,IDR 800.000 - 1.000.000,"Diploma, Sarjana/S1 Ilmu Komunikasi, Desain Komunikasi Visual, Manajemen"
karir.com,/opportunities/1223785,2019-04-01 03:28:00,Komunikasi,DIGITAL MARKETING OFFICER,,Setidaknya 0 tahun,Jakarta Pusat,Gaji Kompetitif,"Diploma, Sarjana/S1 Desain Komunikasi Visual"
karir.com,/opportunities/1220739,2019-04-01 03:28:04,"Teknik, Komputer and others",Teknisi Komputer Jaringan,,Setidaknya 3 tahun,Tangerang,Gaji Kompetitif,"Sarjana/S1 Ilmu Komputer, Teknik Informatika"
karir.com,/opportunities/1223553,2019-04-01 03:28:07,Manufaktur dan Produksi,Project Leader,,Setidaknya 5 tahun,Cikarang,Gaji Kompetitif,Apa Saja Teknik Lainnya
karir.com,/opportunities/1218743,2019-04-01 03:28:10,"Pelatih, Pendidik",Guru Eskul Paduan Suara,,Setidaknya 1 tahun,Tangerang,Gaji Kompetitif,"Sarjana/S1, Master/S2, Doktor/S3 Musik, Seni dan Desain"
karir.com,/opportunities/1223927,2019-04-01 03:28:14,Penjualan dan Pemasaran,MARKETING CORPORATE,,Setidaknya 1 tahun,Bandung,Gaji Kompetitif,"Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1073641,2019-04-01 03:28:20,Satuan Pengamanan,Safety Officer dan Environmental Coordinator,,Setidaknya 3 tahun,DKI-Jakarta,IDR 10.000.000 - 12.000.000,"Diploma, Sarjana/S1 Kesehatan Masyarakat"
karir.com,/opportunities/1073642,2019-04-01 03:28:23,Juru Masak,Expat Cook,,Setidaknya 2 tahun,DKI-Jakarta,IDR 7.000.000 - 7.500.000,Diploma Makanan dan Minuman
karir.com,/opportunities/1073643,2019-04-01 03:28:29,Procurement,Recruitment Staff,,Setidaknya 1 tahun,DKI-Jakarta,IDR 3.700.000 - 4.000.000,Sarjana/S1 Psikologi
karir.com,/opportunities/1081205,2019-04-01 03:28:36,Juru Masak,Executive Chef,,Setidaknya 5 tahun,Papua,Gaji Kompetitif,Diploma Pariwisata dan Perhotelan
karir.com,/opportunities/1081208,2019-04-01 03:28:40,Procurement,HRGA Manager,,Setidaknya 10 tahun,Papua,Gaji Kompetitif,"Sarjana/S1 Akuntansi, Ekonomi"
karir.com,/opportunities/1081210,2019-04-01 03:28:44,"Teknik, Elektro ",F&P Manager,,Setidaknya 10 tahun,Papua,Gaji Kompetitif,Sarjana/S1 Elektronika
karir.com,/opportunities/1223914,2019-04-01 03:28:48,Sumber Daya Manusia,Recruitment Specialist,,Setidaknya 0 tahun,DKI-Jakarta,IDR 2 - 3,Sarjana/S1 Psikologi
karir.com,/opportunities/1221515,2019-04-01 03:28:52,"Akuntansi, Keuangan",Finace / Keuangan,,Setidaknya 1 tahun,DKI-Jakarta,Gaji Kompetitif,Sarjana/S1 Akuntansi
karir.com,/opportunities/1223317,2019-04-01 03:28:55,"Teknik, Mesin and others",Plant Maintenance Team Leader/Supervisor,,Setidaknya 0 tahun,Jawa Barat,IDR 7.000.000 - 15.000.000,"Sarjana/S1 Teknik Industri, Teknik Mesin"
karir.com,/opportunities/1219633,2019-04-01 03:29:00,Pengembangan Bisnis,IT Requirement Analyst,,Setidaknya 0 tahun,Jakarta Utara,Gaji Kompetitif,"Sarjana/S1 Teknik Informatika, Manajemen Informatika, Manajemen"
karir.com,/opportunities/1223915,2019-04-01 03:29:04,Layanan Pelanggan and others,Crew Restoran (Service / Kitchen),,Setidaknya 0 tahun,DKI-Jakarta,IDR 2 - 3,SLTA Semuanya
karir.com,/opportunities/1073842,2019-04-01 03:29:07,Administrasi,accounting,,Setidaknya 2 tahun,Tangerang,IDR 3.600.000 - 4.000.000,Sarjana/S1 Akuntansi
karir.com,/opportunities/1223925,2019-04-01 03:29:11,Penjualan dan Pemasaran,SALES / MARKETING,,Setidaknya 0 tahun,Bandung,Gaji Kompetitif,"Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1223926,2019-04-01 03:29:14,Penjualan dan Pemasaran,MARKETING SUPPORT OFFICER,,Setidaknya 0 tahun,Bandung,Gaji Kompetitif,"Diploma, Sarjana/S1 Semuanya"
karir.com,/opportunities/1073639,2019-04-01 03:29:18,Maintenance,Maintenance Spv,,Setidaknya 3 tahun,DKI-Jakarta,IDR 9.000.000 - 11.000.000,Diploma Teknik Elektro
karir.com,/opportunities/1223321,2019-04-01 03:29:26,Administrasi,Admin Gudang Lampung,,Setidaknya 2 tahun,Lampung,Gaji Kompetitif,SLTA Lainnya
karir.com,/opportunities/1223394,2019-04-01 03:29:30,Penjualan dan Pemasaran,Sales Lending SME PT Indosurya Finance - Surabaya,,Setidaknya 1 tahun,Surabaya,IDR 3.700.000 - 3.800.000,"Diploma, Sarjana/S1 Lainnya"
karir.com,/opportunities/1223395,2019-04-01 03:29:34,Penjualan dan Pemasaran,Sales Lending SME PT Indosurya Finance - Bali,,Setidaknya 1 tahun,Bali,IDR 2.400.000 - 2.500.000,"Diploma, Sarjana/S1 Lainnya"
karir.com,/opportunities/1223465,2019-04-01 03:29:36,Administrasi,Admin Temporary,,Setidaknya 0 tahun,Jakarta Pusat,Gaji Kompetitif,Sarjana/S1 Akuntansi
karir.com,/opportunities/1223474,2019-04-01 03:29:40,Penjualan dan Pemasaran,Sales Lending SME PT Indosurya Finance - Pekanbaru,,Setidaknya 1 tahun,Pekanbaru,Gaji Kompetitif,"Diploma, Sarjana/S1 Lainnya"
karir.com,/opportunities/1223903,2019-04-01 03:29:44,"TI, Programmer",Software / Programmer Developer,,Setidaknya 3 tahun,DKI-Jakarta,Gaji Kompetitif,"Diploma, Sarjana/S1 Ilmu Komputer, Teknik Komputer, Teknik Informatika"
karir.com,/opportunities/1223904,2019-04-01 03:29:46,Juru Gambar,Drafter & QS for Interior,,Setidaknya 3 tahun,DKI-Jakarta,Gaji Kompetitif,"Diploma, Sarjana/S1 Arsitektur, Teknik Sipil, Seni dan Desain"
karir.com,/opportunities/1223906,2019-04-01 03:29:49,Audit Intern / Pengawasan,Project & Office Audit Staff,,Setidaknya 3 tahun,DKI-Jakarta,Gaji Kompetitif,"Diploma, Sarjana/S1 Akuntansi, Teknik Komputer, Teknik Sipil"
karir.com,/opportunities/1223907,2019-04-01 03:29:53,"Teknik, Sipil",Interior Estimator,,Setidaknya 3 tahun,DKI-Jakarta,Gaji Kompetitif,"Diploma, Sarjana/S1 Teknik Sipil"
karir.com,/opportunities/1223908,2019-04-01 03:29:57,Manajemen Proyek,Project Control Senior Staff,,Setidaknya 3 tahun,DKI-Jakarta,Gaji Kompetitif,"Diploma, Sarjana/S1 Teknik Sipil"
karir.com,/opportunities/1042076,2019-04-01 03:30:01,Teknisi,Teknisi Laptop & Printer - Denpasar,,Setidaknya 1 tahun,Denpasar,Gaji Kompetitif,"Apa Saja Ilmu Komputer, Teknik Elektro, Teknik Komputer, Teknik Informatika, Elektronika"
karir.com,/opportunities/1223910,2019-04-01 03:30:05,Manajemen Proyek,QS Electrical For Interior Contractor,,Setidaknya 4 tahun,DKI-Jakarta,Gaji Kompetitif,"Diploma, Sarjana/S1 Teknik Elektro"
karir.com,/opportunities/1223912,2019-04-01 03:30:08,Komunikasi and others,CUSTOMER SERVICE CARE KEDIRI,,Setidaknya 0 tahun,Jawa Timur,IDR 2.000.000 - 3.000.000,"Diploma Administrasi Bisnis (Manajemen), Teknik Telekomunikasi"
karir.com,/opportunities/1073638,2019-04-01 03:30:13,Maintenance,Maintenance Manager,,Setidaknya 10 tahun,DKI-Jakarta,IDR 20.000.000 - 28.000.000,Sarjana/S1 Teknik Elektro
karir.com,/opportunities/1223320,2019-04-01 03:30:16,Administrasi,Admin Gudang Bandung,,Setidaknya 2 tahun,Bandung,Gaji Kompetitif,SLTA Lainnya
karir.com,/opportunities/1223172,2019-04-01 03:30:22,Teknisi,Teknisi Lombok,,Setidaknya 1 tahun,Nusa Tenggara Barat,Gaji Kompetitif,SLTA Teknik Mesin
karir.com,/opportunities/1223173,2019-04-01 03:30:26,Teknisi,Teknisi Purbalingga,,Setidaknya 1 tahun,Purbalingga,Gaji Kompetitif,SLTA Teknik Mesin
karir.com,/opportunities/1223184,2019-04-01 03:30:30,Merchandiser,Merchandiser Sampit,,Setidaknya 1 tahun,Kalimantan Tengah,Gaji Kompetitif,SLTA Lainnya
karir.com,/opportunities/1223187,2019-04-01 03:30:34,Merchandiser,Merchandiser Yogyakarta,,Setidaknya 1 tahun,DI-Yogyakarta,Gaji Kompetitif,SLTA Lainnya
karir.com,/opportunities/1223188,2019-04-01 03:30:37,Merchandiser,Merchandiser Bali,,Setidaknya 1 tahun,Bali,Gaji Kompetitif,SLTA Lainnya
