site,url,jobs,location,location_tambahan,location_tambahan_xx,qualification,experience,salary,length 
jobs.id,https://www.jobs.id/lowongan/MjY4NTU2/principal-engineer-bfi-finance-indonesia-tbk-pt?qt_ref=search&qt_page=21&qt_pos=7,Principal Engineer,Tangerang Selatan,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Pendidikan minimal S1 dibidang Teknik Informatika / Sistem Informasi,</li>
<li>Menguasai .NET Core, Java, GIT, API Getaway,</li>
<li>Memiliki passion untuk mengajari orang lain,</li>
<li>Pengalaman minimal 1 - 2 tahun di bidang yang sama.</li>
</ul>
</div></div>",null,IDR  5.000.000 - 8.000.000,4
jobs.id,https://www.jobs.id/lowongan/MTk2MDQx/security-as-shidiq-cater-indonesia-pt?qt_ref=search&qt_page=21&qt_pos=6,SECURITY,Jakarta Selatan dan ,"1 kota lainnya,2 kota lainnya,1 kota lainnya,1 kota lainnya,2 kota lainnya","<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div><div class='col-xs-12 city-name'>Jakarta Raya</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang</div><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>","<div class=""job_req""><ul>
<li>Wanita</li>
<li>Berpengalaman sebagai security minimal 1 Tahun</li>
<li>Tidak pernah terlibat kriminal</li>
<li>Berpenampilan sewajarnya</li>
<li>Disiplin</li>
</ul></div>",null,IDR  2.500.000 - 3.100.000,4
jobs.id,https://www.jobs.id/lowongan/MTg1MjU4/financial-advisor-area-makassar-axa-mandiri-financial-services-pt?qt_ref=search&qt_page=21&qt_pos=5,Financial Advisor-Area Makassar,Makassar,2 kota lainnya,<div class='col-xs-12'><div class='col-xs-12 city-name'>Sidoarjo</div><div class='col-xs-12 city-name'>Surabaya</div></div>,"<div class=""job_req"">diri adalah Bancassurance No.1 Di Indonesia. Dan merupakan perusahaan gabungan dari AXA yaitu perusahaan Asuransi terkemuka di dunia dan Mandiri merupakan Bank terbesar di Indonesia. AXA Mandiri Saat ini yang memiliki lebih dari 1.200 cabang tersebar di seluruh Indonesia.Untuk memberikan pelayanan terbaik, AXA Mandiri didukung oleh lebih dari 1900 Financial Advisor yang tersebar di 1800 Cabang Bank Mandiri dan Bank Syariah Mandiri di seluruh Indonesia.Financial Advisor (FA) adalah perencana keuangan nasabah. Financial Advisor memiliki peran penting sebagai ujung tombak perusahaan yang mencakup layanan sales dan service. Sales dimana Financial Advisor bertugas untuk merencanakan, dan memasarkan produk asuransi sesuai dengan kebutuhan nasabah sedangkan Service dimana FA juga berperan dalam pelayanan klaim ataupun komplain asuransi dari nasabah AXA Mandiri. Financial Advisor (FA) nantinya akan ditempatkan di cabang Bank Mandiri<br><br><strong>JOB QUALIFICATION</strong><br>
<ul>
<li>Pendidikan Min D3/S1 dari berbagai jurusan</li>
<li>Berpenampilan menarik dan refresentatif</li>
<li>Memiliki teknik komunikasi yang baik</li>
<li>Tertarik dalam bidang Perbankan dan Insurance</li>
<li>Fresh Graduate atau Memiliki pengalaman kerja (minimal 2 tahun pada bidang Sales dari Financial industry atau minmal 3 tahun pada bidang Sales &amp; Non Sales dari segala bidang industri)</li>
<li>Bersedia ditempatkan diseluruh wilayah Makassaar DAN SEKITARNYA</li>
</ul>
<strong>BENEFIT</strong><br>
<ul>
<li>Tunjangan selama mengikuti pelatihan</li>
<li>Tunjangan Bulanan</li>
<li>Komisi Bulanan yang menjanjikan dan tidak terbatas</li>
<li>Bonus Tahunan sesuai dengan pencapaian</li>
<li>Tunjangan Posisi (Jabatan) untuk FA &gt; 1 Tahun</li>
<li>Management Development Program untuk FA &gt; 1 tahun yang memenuhi syarat perusahaan</li>
<li>Tunjangan Kesehatan</li>
<li>Adanya pelatihan dan pengembangan karir FA yang terpadu, menarik serta bersertifikat</li>
<li>Bonus Jalan-Jalan Keluar Negeri</li>
</ul></div>",null,IDR  3.200.000 - 4.000.000,4
jobs.id,https://www.jobs.id/lowongan/MzM2MjA/supervisor-restoran-saboga-food-indonesia-pt?qt_ref=search&qt_page=21&qt_pos=4,Supervisor Restoran,Bandung dan ,"3 kota lainnya,4 kota lainnya,4 kota lainnya","<div class='col-xs-12'><div class='col-xs-12 city-name'>Yogyakarta</div><div class='col-xs-12 city-name'>Jakarta Raya</div><div class='col-xs-12 city-name'>Cirebon</div></div>,<div class='col-xs-6'><div class='col-xs-12 city-name'>Cirebon</div><div class='col-xs-12 city-name'>Semarang</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Yogyakarta</div><div class='col-xs-12 city-name'>Karawang</div></div>,<div class='col-xs-6'><div class='col-xs-12 city-name'>Bandung Barat</div><div class='col-xs-12 city-name'>Sumedang</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Subang</div><div class='col-xs-12 city-name'>Garut</div></div>","<div class=""job_req""><div data-pasted=""1"">
<div>
<ul>
<li>Pendidikan minimal DI /sederajat</li>
<li>Memahami marketing makanan di Restoran atau Food Court , pengembangan outlet</li>
<li>Orientasi pencapaian target</li>
<li>Menguasai manajemen karyawan</li>
<li>Pengalaman min 2th</li>
<li>Untuk penempatan di Bandung, Jakarta, Cirebon, Yogyakarta</li>
<li>Usia max 35th</li>
</ul>
 </div>
<div>
<div><strong>[Priority Vacancy]</strong></div>
<div> </div>
</div>
</div><br><br>[Posisi Prioritas]</div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MjcwNDM5/receptionist-jabodetabek-ruang-raya-indonesia-pt?qt_ref=search&qt_page=21&qt_pos=3,Receptionist (Jabodetabek),Bogor dan ,5 kota lainnya,<div class='col-xs-6'><div class='col-xs-12 city-name'>Jakarta Pusat</div><div class='col-xs-12 city-name'>Jakarta Selatan</div><div class='col-xs-12 city-name'>Jakarta Timur</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Tangerang</div><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,"<div class=""job_req""><div data-pasted=""1"">
<p><strong>Job Requirements: </strong></p>
<ul>
<li>Minimum Diploma Degree in Secretary with proven working experience in a front office handling receptionist responsibilities</li>
<li>Possess comprehensive knowledge about customer service and office management</li>
<li>Proficient in Microsoft Office Possess a good written and verbal communication skill</li>
<li>Able to organize multiple priorities, and work under pressure Professional in manner and demeanor</li>
</ul>
</div></div>",Fresh Graduate akan dipertimbangkan,Gaji Dirahasiakan,6
jobs.id,https://www.jobs.id/lowongan/MjY3MjM3/staff-inventory-admin-oibbb?qt_ref=search&qt_page=21&qt_pos=2,Staff Inventory & Admin,Jakarta Raya,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>multitalent yg senang usaha.</li>
<li>Antusias mengembangkan leadership, multitalent , teknologi &amp; usaha ,</li>
<li>terlibat kolaborasi &amp; komunikasi yg baik</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MjY4NTU3/enterprise-architect-bfi-finance-indonesia-tbk-pt?qt_ref=search&qt_page=21&qt_pos=1,Enterprise Architect,Tangerang Selatan,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Pria, Usia antara 25 - 35 tahun,</li>
<li>Mahir dalam pengembangan dan penggunaan teknologi,</li>
<li>Memiliki pengalaman minimal 3 tahun pada bidang terkait.</li>
</ul>
</div></div>",null,IDR  6.000.000 - 9.000.000,4
jobs.id,https://www.jobs.id/lowongan/MTkyOTQx/design-saboga-food-indonesia-pt?qt_ref=search&qt_page=21&qt_pos=0,Design,Bandung,"4 kota lainnya,4 kota lainnya","<div class='col-xs-6'><div class='col-xs-12 city-name'>Cirebon</div><div class='col-xs-12 city-name'>Semarang</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Yogyakarta</div><div class='col-xs-12 city-name'>Karawang</div></div>,<div class='col-xs-6'><div class='col-xs-12 city-name'>Bandung Barat</div><div class='col-xs-12 city-name'>Sumedang</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Subang</div><div class='col-xs-12 city-name'>Garut</div></div>","<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>DIII Sederajat</li>
<li>Memahami Program : Photoshop, Corel Draw, Flash, Adobe Illustrator, Video Editing, Dream Weaver</li>
<li>memiliki SIM C,Pengalaman min 2 thn</li>
<li>usia max 35th</li>
<li>Untuk penempatan di Bandung</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MTgzNzUx/delivery-as-shidiq-cater-indonesia-pt?qt_ref=search&qt_page=20&qt_pos=8,Delivery,Jakarta Selatan dan ,"1 kota lainnya,2 kota lainnya,1 kota lainnya,1 kota lainnya,1 kota lainnya","<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div><div class='col-xs-12 city-name'>Jakarta Raya</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>","<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Laki-laki</li>
<li>Lulusan SMA / sederajat</li>
<li>Wajib memiliki SIM A dan SIM C</li>
<li>Usia maksimal 30 tahun</li>
<li>Diutamakan belum menikah</li>
<li>Mengerti wilayah Jabodetabek</li>
<li>Jujur, cekatan, ulet, rajin, mau bekerja keras, suka tantangan, berpenampilan rapi</li>
<li>Diutamakan tinggal di sekitar Pesanggrahan (Jakarta Selatan), Pondok Betung (Tangerang Selatan)</li>
</ul>
</div><br>[Posisi Prioritas]</div>",Fresh Graduate akan dipertimbangkan,IDR  2.500.000 - 3.400.000,6
jobs.id,https://www.jobs.id/lowongan/MTg1MjUz/financial-advisor-area-magelang-axa-mandiri-financial-services-pt?qt_ref=search&qt_page=20&qt_pos=7,Financial Advisor-Area Magelang,Magelang,2 kota lainnya,<div class='col-xs-12'><div class='col-xs-12 city-name'>Sidoarjo</div><div class='col-xs-12 city-name'>Surabaya</div></div>,"<div class=""job_req"">diri adalah Bancassurance No.1 Di Indonesia. Dan merupakan perusahaan gabungan dari AXA yaitu perusahaan Asuransi terkemuka di dunia dan Mandiri merupakan Bank terbesar di Indonesia. AXA Mandiri Saat ini yang memiliki lebih dari 1.200 cabang tersebar di seluruh Indonesia.Untuk memberikan pelayanan terbaik, AXA Mandiri didukung oleh lebih dari 1900 Financial Advisor yang tersebar di 1800 Cabang Bank Mandiri dan Bank Syariah Mandiri di seluruh Indonesia.Financial Advisor (FA) adalah perencana keuangan nasabah. Financial Advisor memiliki peran penting sebagai ujung tombak perusahaan yang mencakup layanan sales dan service. Sales dimana Financial Advisor bertugas untuk merencanakan, dan memasarkan produk asuransi sesuai dengan kebutuhan nasabah sedangkan Service dimana FA juga berperan dalam pelayanan klaim ataupun komplain asuransi dari nasabah AXA Mandiri. Financial Advisor (FA) nantinya akan ditempatkan di cabang Bank Mandiri
<p>JOB QUALIFICATION</p>
<ul>
<li>Pendidikan Min D3/S1 dari berbagai jurusan</li>
<li>Berpenampilan menarik dan refresentatif</li>
<li>Memiliki teknik komunikasi yang baik</li>
<li>Tertarik dalam bidang Perbankan dan Insurance</li>
<li>Fresh Graduate atau Memiliki pengalaman kerja (minimal 2 tahun pada bidang Sales dari Financial industry atau minmal 3 tahun pada bidang Sales &amp; Non Sales dari segala bidang industri)</li>
<li>Bersedia ditempatkan diseluruh wilayah Magelang DAN SEKITARNYA</li>
</ul>
<strong>BENEFIT</strong><br>
<ul>
<li>Tunjangan selama mengikuti pelatihan</li>
<li>Tunjangan Bulanan</li>
<li>Komisi Bulanan yang menjanjikan dan tidak terbatas</li>
<li>Bonus Tahunan sesuai dengan pencapaian</li>
<li>Tunjangan Posisi (Jabatan) untuk FA &gt; 1 Tahun</li>
<li>Management Development Program untuk FA &gt; 1 tahun yang memenuhi syarat perusahaan</li>
<li>Tunjangan Kesehatan</li>
<li>Adanya pelatihan dan pengembangan karir FA yang terpadu, menarik serta bersertifikat</li>
<li>Bonus Jalan-Jalan Keluar Negeri</li>
</ul></div>",null,IDR  3.200.000 - 4.000.000,4
jobs.id,https://www.jobs.id/lowongan/MjcwMjU3/ordering-marketing-manado-kk-indonesia-pt?qt_ref=search&qt_page=20&qt_pos=6,Ordering Marketing Manado,Manado,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>
<p><span style=""font-family: Times New Roman,serif;""><span style=""font-size: medium;"">Pendidikan min D1</span></span></p>
</li>
</ul>
<ul>
<li>
<p style=""margin-bottom: 0cm;""><span style=""font-family: Times New Roman,serif;""><span style=""font-size: medium;"">Usia maks 30 th</span></span></p>
</li>
<li>
<p style=""margin-bottom: 0cm;""><span style=""font-family: Times New Roman,serif;""><span style=""font-size: medium;"">Komunikatif</span></span></p>
</li>
<li>
<p style=""margin-bottom: 0cm;""><span style=""font-family: Times New Roman,serif;""><span style=""font-size: medium;"">Percaya diri</span></span></p>
</li>
<li>
<p style=""margin-bottom: 0cm;""><span style=""font-family: Times New Roman,serif;""><span style=""font-size: medium;"">Penampilan menarik</span></span></p>
</li>
<li>
<p><span style=""font-family: Times New Roman,serif;""><span style=""font-size: medium;"">Pengalaman kerja di bidang yang sama min 1 th</span></span></p>
</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MjY5MzI3/network-security-analyst-aino-indonesia-pt?qt_ref=search&qt_page=20&qt_pos=5,Network & Security Analyst,Jakarta Raya,"1 kota lainnya,1 kota lainnya","<div class='col-xs-12'><div class='col-xs-12 city-name'>Jakarta Raya</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Jakarta Raya</div></div>","<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Minimal pengalaman 2 tahun sebagai security analiyt/network administrator/system administrator.</li>
<li>Minimal D3 information technology</li>
<li>Memahami LAN, WAN, Mailserver, PDC/BDC, Linux / Free BSD</li>
<li>Menguasai secara mendalam win 2000 administration tool</li>
<li>Lebih disukai memiliki sertifikasi CEH, CHFI, OSCP, OSCE, CISA, CISSP, SEC+. NET+</li>
<li>Paham mengenai linux, SIEM, windows, firewall, PHP, IPS, IDS, Arcsight</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MjcxMzQz/mathematics-master-teacher-ruang-raya-indonesia-pt?qt_ref=search&qt_page=20&qt_pos=4,Mathematics Master Teacher,Jakarta Raya,,,"<div class=""job_req""><div data-pasted=""1"">
<h3> </h3>
<ul>
<li>Bachelor degree in Mathematics Education or equivalent.</li>
<li>At least 3-5 years of experience in teaching/curriculum/question set/syllabus with a reputable educational institution.</li>
<li>Possess strong understanding about national curriculum, particularly those used in national exam (UN) and SBMPTN.</li>
<li>Good communication skill.</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MTUxMDcy/marketing-komunikasi-saboga-food-indonesia-pt?qt_ref=search&qt_page=20&qt_pos=3,Marketing Komunikasi,Bandung,"4 kota lainnya,4 kota lainnya","<div class='col-xs-6'><div class='col-xs-12 city-name'>Cirebon</div><div class='col-xs-12 city-name'>Semarang</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Yogyakarta</div><div class='col-xs-12 city-name'>Karawang</div></div>,<div class='col-xs-6'><div class='col-xs-12 city-name'>Bandung Barat</div><div class='col-xs-12 city-name'>Sumedang</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Subang</div><div class='col-xs-12 city-name'>Garut</div></div>","<div class=""job_req""><div data-pasted=""1"">
<ul>
<li><strong>Pria atau wanita</strong></li>
<li>usia max 40 th th</li>
<li>Min DIII sederajat,</li>
<li>memahami proses promosi dimedia masa dan elektronik,</li>
<li>memahami proses kerja di</li>
<li>Restoran atau Food Court,</li>
<li>pengembangan produk-produk seperti: baso, roti, pastry, cake dan kue kering,</li>
<li>memiliki SIM C pengalaman min 2th</li>
<li>untuk penempatan di Bandung</li>
</ul>
</div><br><br>[Posisi Prioritas]</div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MjY3MjM0/staff-property-oibbb?qt_ref=search&qt_page=20&qt_pos=2,Staff Property,Jakarta Raya,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Menyenangi dunia property mulai Bahan, design,pelaksanaan,ijin,jualbeli.</li>
<li>Antusias mengembangkan leadership, multitalent , teknologi &amp; usaha ,</li>
<li>terlibat kolaborasi &amp; komunikasi yg baik</li>
</ul>
</div></div>",null,Gaji Dirahasiakan,4
jobs.id,https://www.jobs.id/lowongan/MjY4NTcz/data-propensity-model-specialist-bfi-finance-indonesia-tbk-pt?qt_ref=search&qt_page=20&qt_pos=1,Data Propensity Model Specialist,Tangerang Selatan,,,"<div class=""job_req""><div data-pasted=""1"">
<ul>
<li>Pria, Usia 24 - 35 tahun,</li>
<li>Pendidikan terakhir minimal S1, Jurusan Statistik,</li>
<li>Memiliki kemampuan di bidang analisa data dan permodelan data,</li>
<li>Memiliki pengalaman di bidang pekerjaan / industri terkait lebih disukai.</li>
</ul>
</div></div>",null,IDR  4.500.000 - 6.000.000,4
jobs.id,https://www.jobs.id/lowongan/MTY3Mzg0/statistik-staff-as-shidiq-cater-indonesia-pt?qt_ref=search&qt_page=20&qt_pos=0,Statistik Staff,Bekasi dan ,"4 kota lainnya,2 kota lainnya,1 kota lainnya,1 kota lainnya,1 kota lainnya","<div class='col-xs-6'><div class='col-xs-12 city-name'>Depok</div><div class='col-xs-12 city-name'>Tangerang</div></div><div class='col-xs-6'><div class='col-xs-12 city-name'>Tangerang Selatan</div><div class='col-xs-12 city-name'>Jakarta Raya</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div><div class='col-xs-12 city-name'>Jakarta Raya</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>,<div class='col-xs-12'><div class='col-xs-12 city-name'>Tangerang Selatan</div></div>","<div class=""job_req""><ol>
<li>Pria / Wanita Muslim</li>
<li>Sehat Jasmani &amp; Rohani</li>
<li>Pendidikan minimal D3 Statistik</li>
<li>Menguasai ilmu statistik</li>
<li>Disiplin dan mampu bekerja sesuai target</li>
<li>Good Attitude</li>
</ol>
<br><br><br>[Posisi Prioritas]</div>",Fresh Graduate akan dipertimbangkan,IDR  3.000.000 - 3.500.000,6
